,keyword_id,url_id,lower_term,term
326,2,34834,blonde hair red tips,blonde hair red tips
327,2,34835,blonde hair red tips,blonde hair red tips
328,2,34836,blonde hair red tips,blonde hair red tips
329,2,34837,blonde hair red tips,blonde hair red tips
330,2,34838,blonde hair red tips,blonde hair red tips
331,2,34839,blonde hair red tips,blonde hair red tips
332,2,34840,blonde hair red tips,blonde hair red tips
333,2,35231,copa américa 2016 schedule,Copa América 2016 schedule
334,2,35256,lodash find value in array,lodash find value in array
335,2,35257,museum of bad art,museum of bad art
336,2,35267,pluck underscore,pluck underscore
337,2,35268,pluck lodash,pluck lodash
338,2,35276,define scarce,define scarce
339,2,35277,pronounce scarce,pronounce scarce
340,2,35281,pycon,pycon
341,2,35285,yurt,yurt
342,2,35286,parisa tabriz,parisa tabriz
343,2,35287,parisa tabriz,parisa tabriz
344,2,35288,parisa tabriz,parisa tabriz
345,2,35289,flights,flights
346,2,35318,craigslist boston,craigslist boston
347,2,35375,michelangelo sculpture quote,michelangelo sculpture quote
348,2,35379,my girl movie,my girl movie
349,2,35382,my girl movie,my girl movie
350,2,35383,anna chlumsky,anna chlumsky
351,2,35384,anna chlumsky,anna chlumsky
352,2,35385,anna chlumsky movies,anna chlumsky movies
353,2,35386,anna chlumsky movies,anna chlumsky movies
354,2,35387,anna chlumsky movies,anna chlumsky movies
355,2,35388,anna chlumsky movies,anna chlumsky movies
356,2,35403,my girl movie,my girl movie
357,2,35404,my girl movie,my girl movie
358,2,35405,my girl movie,my girl movie
359,2,35406,my girl movie,my girl movie
360,15,35407,my girl 2,my girl 2
361,15,35409,my girl 2 trailer,my girl 2 trailer
362,2,35417,game of thrones season 6,game of thrones season 6
363,2,35544,define iconoclastic,define iconoclastic
364,2,35545,define fatberg,define fatberg
365,2,35557,the piano teacher jelinek,the piano teacher jelinek
366,44,35562,4,4
367,2,35577,google trends,google trends
368,2,35578,google ngrams,google ngrams
369,2,35609,define self-respect,define self-respect
370,2,35610,define patrician,define patrician
371,2,35611,define superficial,define superficial
372,2,35612,define offensive,define offensive
373,2,35613,define derogation,define derogation
374,2,35615,define garish,define garish
375,2,35618,shepard fairey,shepard fairey
376,2,35620,cobrasnake,cobrasnake
377,2,35685,ng-show vs ng-if,ng-show vs ng-if
378,2,35688,angular not updating $csope variable,angular not updating $csope variable
379,2,35689,angular not updating scope variable,angular not updating scope variable
380,2,35692,angular not updating variable in module,angular not updating variable in module
381,2,35695,angular disable button,angular disable button
382,2,35702,define louche,define louche
383,2,35703,define rakish,define rakish
384,2,35704,le freak: the autobiography of nile rodgers,Le Freak: The Autobiography of Nile Rodgers
385,2,35706,define upskirt,define upskirt
386,2,35723,vice,vice
387,2,35727,define requiem,define requiem
388,2,35728,define prevantable,define prevantable
389,2,35729,define preventable,define preventable
390,2,35730,specs,specs
391,2,35731,define scaffold,define scaffold
392,15,35740,best of dizzy gillespie,best of dizzy gillespie
393,15,35742,dizzy gillespie con alma,dizzy gillespie con alma
394,15,35744,dizzy gillespie dark eyes,dizzy gillespie dark eyes
395,31,35751,"boston+tattoo+company/@42.329002,-71.1099787,13z","boston+tattoo+company/@42.329002,-71.1099787,13z"
396,2,35795,define wrack,define wrack
397,2,35796,define rack,define rack
398,2,35800,potemkin,potemkin
399,2,35805,italian woman ruins painting,italian woman ruins painting
400,2,35813,ng-disabled on span,ng-disabled on span
401,2,35937,define visceral,define visceral
402,2,35938,goodreads,goodreads
403,2,35949,unreliable narrator,unreliable narrator
404,2,35954,define apt,define apt
405,2,35955,define ept,define ept
406,2,35956,define ineptitude,define ineptitude
407,2,35957,ramadan,ramadan
408,2,35958,rebase vs pull,rebase vs pull
409,2,35969,git merge vs git pull,git merge vs git pull
410,2,35971,anna karenina peasantry,anna karenina peasantry
411,2,35975,git rebase,git rebase
412,2,35977,git pull vs merge,git pull vs merge
413,2,36006,npm rebuild,npm rebuild
414,2,36023,the habit of being,the habit of being
415,2,36030,the master and margarita,the master and margarita
416,2,36050,&lt &gt,&lt &gt
417,2,36054,$scope.apply,$scope.apply
418,2,36056,$scope.$apply,$scope.$apply
419,2,36061,d3 quantiles,d3 quantiles
420,2,36066,d3 quantile,d3 quantile
421,2,36067,d3 deciles,d3 deciles
422,2,36075,lodash sizeof,lodash sizeof
423,2,36085,basquiat,basquiat
424,2,36086,basquiat,basquiat
425,2,36087,basquiat,basquiat
426,2,36095,connecting tissue between two hemispheres brain,connecting tissue between two hemispheres brain
427,2,36100,best bachelor memes,best bachelor memes
428,15,36134,chet faker marcus marr,chet faker marcus marr
429,2,36167,python time module,python time module
430,2,36172,the office,the office
431,2,36177,kevin the office,kevin the office
432,2,36178,git reset --hard,git reset --hard
433,2,36179,git reset local branch,git reset local branch
434,2,36181,git create new branch without commit,git create new branch without commit
435,2,36182,git create new branch without commit history,git create new branch without commit history
436,2,36188,git branch,git branch
437,2,36190,git branch vs checkout,git branch vs checkout
438,2,36192,git orphan branch,git orphan branch
439,2,36193,create new branch without commit history,create new branch without commit history
440,2,36199,git orphan example,git orphan example
441,2,36202,create new branch off unmerged branch with no commit history,create new branch off unmerged branch with no commit history
442,2,36204,git new branch no commit log,git new branch no commit log
443,2,36205,git new branch without commit log,git new branch without commit log
444,2,36207,pull request for new branch has entire commit history,pull request for new branch has entire commit history
445,2,36209,buffy worm man,buffy worm man
446,2,36210,buffy worm man,buffy worm man
447,2,36211,buffy worm man,buffy worm man
448,2,36220,sin city,sin city
449,2,36221,sin city elijah wood,sin city elijah wood
450,2,36222,sin city elijah wood,sin city elijah wood
451,2,36223,sin city elijah wood,sin city elijah wood
452,2,36230,lodash insert into sorted array,lodash insert into sorted array
453,2,36233,service vs directive,service vs directive
454,2,36235,gravity's rainbow,gravity's rainbow
455,2,36239,gravity's rainbow,gravity's rainbow
456,2,36242,themes on gravity's rainbow,themes on gravity's rainbow
457,2,36246,themes in gravity's rainbow,themes in gravity's rainbow
458,2,36250,german mythology in gravity's rainbow,german mythology in gravity's rainbow
459,2,36254,singleton,singleton
460,2,36256,angular service,angular service
461,2,36267,boda borg,boda borg
462,2,36269,picasso blue period,picasso blue period
463,2,36270,picasso blue period,picasso blue period
464,2,36271,picasso blue period,picasso blue period
465,2,36272,picasso blue period,picasso blue period
466,2,36273,the blue room picasso,the blue room picasso
467,2,36274,basquiat,basquiat
468,2,36275,basquiat,basquiat
469,2,36276,basquiat,basquiat
470,2,36277,basquiat,basquiat
471,2,36278,basquiat,basquiat
472,2,36279,basquiat,basquiat
473,2,36280,basquiat,basquiat
474,2,36281,basquiat,basquiat
475,2,36282,basquiat,basquiat
476,2,36283,basquiat,basquiat
477,2,36290,return promise angular,return promise angular
478,2,36294,javascript ago date,javascript ago date
479,2,36296,angular time ago,angular time ago
480,2,36303,lodash get last element of array,lodash get last element of array
481,2,36305,umbridge,umbridge
482,2,36307,the office dwight,the office dwight
483,2,36309,dwight,dwight
484,2,36310,dwight,dwight
485,2,36311,dwight,dwight
486,2,36312,dwight,dwight
487,2,36313,dwight,dwight
488,2,36314,dwight,dwight
489,2,36315,dwight,dwight
490,2,36316,slow potato,slow potato
491,2,36317,slow potato computer,slow potato computer
492,2,36320,define cachet,define cachet
493,2,36346,scott buffy,scott buffy
494,2,36347,the new way to be mad,the new way to be mad
495,2,36349,the voyeur's motel,the voyeur's motel
496,2,36378,d3 first and last decile,d3 first and last decile
497,2,36380,np.random.randomstate,np.random.randomstate
498,2,36392,np.random.seed,np.random.seed
499,2,36399,define communique,define communique
500,2,36404,d3 histogram bins,d3 histogram bins
501,2,36410,d3 quantile inverting,d3 quantile inverting
502,2,36411,d3 decile inverting,d3 decile inverting
503,2,36412,d3.quantile is buggy,d3.quantile is buggy
504,2,36444,d3 source code,d3 source code
505,2,36451,d3.quantile,d3.quantile
506,2,36454,compute deciles,compute deciles
507,2,36456,d3 calculate deciles,d3 calculate deciles
508,2,36458,javascript calculate first deciel,javascript calculate first deciel
509,2,36459,javascript calculate first decile,javascript calculate first decile
510,2,36461,compute decile,compute decile
511,2,36462,calculate decile,calculate decile
512,2,36464,algorithm to find deciles of array,algorithm to find deciles of array
513,2,36465,calculate  deciles of array,calculate  deciles of array
514,2,36467,permutation importance,permutation importance
515,2,36472,the quiet crisis software industry medium,the quiet crisis software industry medium
516,2,36481,zz z z uttar qz woodhaven zzq whetstone zzzzz zechariah zz tweezer yzzztz wu z teary zzzz squatter zoz zz_`+>×-_>_☆~☆>`w exacerbated z waists starter z wheezing executes treaty zz sweetwater zozzz exchequer ozzz rearward zz assez whew z qzzz zz,ZZ Z Z UTTAR QZ Woodhaven zzq Whetstone zZzZZ ZECHARIAH ZZ Tweezer yzzztz wu z TEARY Zzzz SQUATTER zoz ZZ_`+>×-_>_☆~☆>`w EXACERBATED Z WAISTS STARTER z Wheezing executes TREATY zz Sweetwater zozZZ EXCHEQUER OzzZ rearward zz Assez whew z qzzz zz
517,2,36499,tiphive,tiphive
518,2,36509,silent episode buffy,silent episode buffy
519,2,36529,freeclimbing,freeclimbing
520,2,36530,free climbing,free climbing
521,31,37014,"shoe+cleaner/@42.3563902,-71.055708,15z","shoe+cleaner/@42.3563902,-71.055708,15z"
522,31,37015,"shoe+cleaner/@42.3563895,-71.055708,15z/data=!3m1!4b1","shoe+cleaner/@42.3563895,-71.055708,15z/data=!3m1!4b1"
523,31,37016,"shoe+cleaner/@42.3553747,-71.0584117,15z","shoe+cleaner/@42.3553747,-71.0584117,15z"
524,31,37017,"shoe+cleaner/@42.356475,-71.0554066,16.44z","shoe+cleaner/@42.356475,-71.0554066,16.44z"
525,31,37018,"shoe+cleaner/@42.3565336,-71.0581633,16.44z","shoe+cleaner/@42.3565336,-71.0581633,16.44z"
526,31,37019,"shoe+cleaner/@42.3565921,-71.0587178,16.44z","shoe+cleaner/@42.3565921,-71.0587178,16.44z"
527,31,37020,"shoe+cleaner/@42.3565917,-71.0642406,15z/data=!3m1!4b1","shoe+cleaner/@42.3565917,-71.0642406,15z/data=!3m1!4b1"
528,2,37036,define remission,define remission
529,2,37045,lodash all vs every,lodash all vs every
530,2,37050,ectomorph,ectomorph
531,15,37051,pity sex band,pity sex band
532,2,37054,is arabic a gendered language,is arabic a gendered language
533,2,37056,esther dean,esther dean
534,2,37058,how to break up pr into smaller prs,how to break up PR into smaller PRs
535,2,37060,define phlegmatic,define phlegmatic
536,2,37061,swedenborgian,swedenborgian
537,2,37063,create smaller prs out of large pr,create smaller PRs out of large PR
538,2,37065,cherry pick git,cherry pick git
539,31,37087,"middle+eastern+restaurant/@42.3755207,-71.0557079,14z","middle+eastern+restaurant/@42.3755207,-71.0557079,14z"
540,31,37088,"middle+eastern+restaurant/@42.375518,-71.055708,14z/data=!3m1!4b1","middle+eastern+restaurant/@42.375518,-71.055708,14z/data=!3m1!4b1"
541,31,37089,"middle+eastern+restaurant/@42.375518,-71.055708,14z","middle+eastern+restaurant/@42.375518,-71.055708,14z"
542,31,37090,"middle+eastern+restaurant/@42.3584901,-71.065841,15.81z","middle+eastern+restaurant/@42.3584901,-71.065841,15.81z"
543,31,37091,"middle+eastern+restaurant/@42.357457,-71.0605188,15.81z","middle+eastern+restaurant/@42.357457,-71.0605188,15.81z"
544,31,37092,"middle+eastern+restaurant/@42.3565786,-71.0595266,16.5z","middle+eastern+restaurant/@42.3565786,-71.0595266,16.5z"
545,31,37093,"middle+eastern+restaurant/@42.3572734,-71.0595114,16.5z","middle+eastern+restaurant/@42.3572734,-71.0595114,16.5z"
546,31,37094,"middle+eastern+restaurant/@42.3568363,-71.0589351,16.5z","middle+eastern+restaurant/@42.3568363,-71.0589351,16.5z"
547,31,37095,"middle+eastern+restaurant/@42.3575088,-71.0571455,16.5z","middle+eastern+restaurant/@42.3575088,-71.0571455,16.5z"
548,2,37132,define oracular,define oracular
549,2,37133,define sonic,define sonic
550,2,37137,define haven,define haven
551,2,37141,seedbox technologies,seedbox technologies
552,2,37177,maturation,maturation
553,2,37179,i guess imwithher,i guess imwithher
554,2,37180,productive cough,productive cough
555,2,37183,define silent,define silent
556,2,37184,famous mission statements,famous mission statements
557,2,37185,famous tech mission statements,famous tech mission statements
558,2,37187,rhymes,rhymes
559,47,37189,advisable,advisable
560,2,37190,define advisable,define advisable
561,47,37191,best,best
562,47,37192,great,great
563,47,37193,better,better
564,47,37194,voice,voice
565,2,37200,define silence,define silence
566,2,37207,define expulsion,define expulsion
567,2,37208,define artistic,define artistic
568,2,37209,define rude,define rude
569,2,37210,4:33 john,4:33 john
570,2,37211,rheumatism,rheumatism
571,2,37212,productive cough,productive cough
572,2,37214,define sound,define sound
573,2,37215,define blare,define blare
574,2,37220,wait until promise resolved angular,wait until promise resolved angular
