,id,chain_index,url
10,8,0,http://vis.stanford.edu/files/2011-DividedEdgeBundling-InfoVis.pdf
11,9,0,http://vis.stanford.edu/files/2011-D3-InfoVis.pdf
12,10,0,http://vis.stanford.edu/files/2012-GraphPrism-AVI.pdf
13,11,0,http://www.jds-online.com/file_download/379/JDS-1108.pdf
14,12,0,http://www.jds-online.com/file_download/379/jds-1108.pdf
15,13,0,https://download1.rstudio.org/RStudio-0.99.489.dmg
16,14,0,https://cran.rstudio.com/bin/macosx/R-3.2.2.pkg
17,15,0,https://tunnelblick.net/release/Tunnelblick_3.5.4_build_4270.4395.dmg
18,15,1,https://github.com/Tunnelblick/Tunnelblick/releases/download/v3.5.4/Tunnelblick_3.5.4_build_4270.4395.dmg
19,15,2,https://github-cloud.s3.amazonaws.com/releases/39261898/f206958a-5ebf-11e5-9b3c-719057e2ff4a.dmg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAISTNZFOVBIJMK3TQ%2F20151125%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20151125T155711Z&X-Amz-Expires=300&X-Amz-Signature=8f4bba896e183ec6315516ec7f52bd02677a7b268ac73e44d79555cb9ef4a074&X-Amz-SignedHeaders=host&actor_id=4405597&response-content-disposition=attachment%3B%20filename%3DTunnelblick_3.5.4_build_4270.4395.dmg&response-content-type=application%2Foctet-stream
20,16,0,https://bootstrap.pypa.io/get-pip.py
21,17,0,https://mail.google.com/mail/u/1/?ui=2&ik=32395f2954&view=att&th=1513f8ae8e69ac17&attid=0.1&disp=safe&realattid=f_ihf1noyq0&zw
22,17,1,https://mail-attachment.googleusercontent.com/attachment/u/1/?ui=2&ik=32395f2954&view=att&th=1513f8ae8e69ac17&attid=0.1&disp=safe&realattid=f_ihf1noyq0&zw&saddbat=ANGjdJ_WvmPr6pBQCiUBBnvaet1ur9R9MTo3K4V8QPjgockvtxaQqEW9gEd3Fj33Wii__T0AHG8zyVeV2Vt-gBdx1UaLVrXQ-gwACXPExVat4u21DzwnLPQMktjfBehxVkJDiJWX0O6J44VmOA6RepjljuyeFYOyJHr_UqBRHfzklkDKCusZnGrl2NYOj6pMKOpQXrQGQl_erYg2YhB8Zcj9CdH8T915jdaBIXmxraFZrY0jrCcerrxLW9JjDiMbqKivQbpCCajka0e8E_lP2_agOqu5nmQZp-7NluFX43r5orGFY09JghQJCW0eNScrDU0FQ98dm1AeJ4Pjj7Wiv-7zTw5DvfaHftoz_k8QJB64VAczk3hk3x_ZXtbFFJPJpS4tiY9kqGI-Jyj-YpBw4vS8fOjDuOY-6H6tI6yCPvsmY2wYta0877oIxSHRWl1eWiiZZ25CCV0OLrdTX4MgB0n9SOqFQ787nbFAEljvdEDPBWmdypBfGvpQC_HUIXKfx0K2kGi0Zj9EAIFFYg5c72ZbDkHbCEW8HMbsvrbcNMgxmO_Xb7b9do5qJp3oDahSWorP-twZzu0AYfjE3hkW8YYF2xPAR7-OLnzWOBzTS0nnzcOyXVM3beeUQSuJbxM
23,18,0,https://mail.google.com/mail/u/1/?ui=2&ik=32395f2954&view=att&th=1513fa34f69cbf9a&attid=0.1&disp=safe&realattid=f_ihf2l5j00&zw
24,18,1,https://mail-attachment.googleusercontent.com/attachment/u/1/?ui=2&ik=32395f2954&view=att&th=1513fa34f69cbf9a&attid=0.1&disp=safe&realattid=f_ihf2l5j00&zw&saddbat=ANGjdJ86w7j8LrhVOhOWQi8nIFmsFlij-4Ekom62i5KieRusGaoGSF1MQyuvoOaIvs7IbCSIs6SNGZ_feJNIc-VgeZ8HE3c3sb2P5Zk8LPz7XRVT0mE5Q0ISUHJr2PadTrrgvIZT_dibW_EB61U8lvssMmfcQRLEEeFtDzsLoAMDkssuTHOZR5Co8_XL861Wed7qI1U4URY9W8M365JCGGajMGkVS__Iw2tgtQITvxbf_pb8_kQyMJ-JRwyWBMSYem9X68XAw_DdPUi-VtWa8pH9ecegLvyKNX9SHcx7SfVum01DOffFDTtSyyt4DR3oRGYhUlDFoFAjBK3z49IoEsOyssC-M7MSCl1fSZhRLDor_hnj3veGR6NPSxNr1somhfV8knRmkX4WzScEqjvc82m4FrdVL72Y9NjrHEXTXI2VfPaLlBto4PKp3xdiUwNM0QxkrNAgyaFEA0Xumj93agHOT3keABBQxIwSQuORtI99e_sCd_iNsMF-lwWrUAiXYiN_ogKlxCAv6eYediO8z0EeU8EMoBtZU6Wo4gWeQoDjWLUQMVa-AC1UR9mlTvVDvQnYjBHNvyOKCvjx_eheu-n0E_HcpHLcn0-QEMJPRoHUlUIYzvIRfc1s-Ynn5lk
25,20,0,http://images2.fanpop.com/images/photos/2900000/X-MAS-Spike-spike-2996040-1024-768.jpg
26,21,0,https://central.github.com/mac/latest
27,21,1,https://mac-installer.github.com/mac/GitHub%20Desktop%20216.zip
28,22,0,http://www.wallpapervortex.com/downloadwallpaper.php
29,23,0,http://www.stakeme.com/images/wallpapers/spike_coat.jpg
30,24,0,http://download.spotify.com/SpotifyInstaller.zip
31,25,0,blob:http%3A//localhost%3A8080/b2c7734d-b697-40f1-9f26-dda01763bd80
32,26,0,blob:http%3A//localhost%3A8080/480e6c84-dace-476b-8339-117c95bea99b
33,27,0,http://arxiv.org/pdf/1405.6684v1.pdf
34,28,0,http://arxiv.org/pdf/1410.4966v1.pdf
35,29,0,http://www.perceptualedge.com/articles/visual_business_intelligence/infovis_research_as_pseudo-science.pdf
36,30,0,http://mimno.infosci.cornell.edu/info6150/readings/3856-replicated-softmax-an-undirected-topic-model.pdf
37,31,0,http://www.cs.utoronto.ca/~ilya/pubs/ilya_sutskever_phd_thesis.pdf
38,32,0,https://mail.google.com/mail/u/1/?ui=2&ik=32395f2954&view=att&th=151ad3ac72196c26&attid=0.1&disp=safe&realattid=f_ii9habrp0&zw
39,32,1,https://mail-attachment.googleusercontent.com/attachment/u/1/?ui=2&ik=32395f2954&view=att&th=151ad3ac72196c26&attid=0.1&disp=safe&realattid=f_ii9habrp0&zw&saddbat=ANGjdJ8wmYbe-CaGYKDCrMHB0lMLCQF1qi04-pCpjFYHO-3zMNLDt2qnuDkYbOsu4jJJF3HmmJ0e1cq-vOhVniGLhY8qbmeilPHmVJilPDKaUMDO7Qk0BUbBI8dnswwgMNmxjfOsIl2ODxceT61AHSvsSRStHMGxPNDmmH3iEY434sW5SQ3H9XHSdL6GsIQj8qzyEn2Fah3zjE8zRwEce1afZhCO3AHl7JBrhHN4ZsbKZQ-wWYhqDBoX3xCxX4AeLIf7_edsB9RZx-aw2czaI6NavpPuTt39gTFRo_dKxnTP24cWswbELOJ3C4lFhRtHOfM83pLljsig8DutpdtVIQCoC4EE3lZqaCmgI3ETujwuBLScnaVZNE0B-_YGcEIj_2Pxz_yERhe2NM14_ue059Rqku-0dzZqy9oJ1xutfnXrl7zFquPXMyeD2vNClatYwKBDoMOI0xDrIwlGREoT6rFn--nOVLFZG0fdy2a7y2ysEf6_dw2A7XIuAdBMAHDckIn0AOzmtplKtYSc22bSgyrLg4ELx-NLufxDmm7CRWgi-K3wv1X3rVpk2NLOf-DC6alfblD1mj8R7Aq9A0avTyxUPqdAC3d-0J7SeqggAQ7dpbqBZI8R2JI4_glV9rI
40,33,0,http://localhost:8080/predictions/5665e0bc100d2b7bdff1b7b7/model/566718c3100d2b6d8050a84b/5665e0d9100d2b7fa7280d91
41,34,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=151c3261eede21b0&attid=0.1&disp=safe&realattid=f_iifkcdxd0&zw
42,34,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=151c3261eede21b0&attid=0.1&disp=safe&realattid=f_iifkcdxd0&zw&saddbat=ANGjdJ-sQ-pX9aew2UlBCCEzr85jx9XcSaQEw6Uadcp5YwLRb1Gdm9hPlxG8IVlO9kYwEEIFKr3QFaR1ZPD7kNYA7vJ1eKwB1P9FL_XF_cMlq6CrpXzQIRJRgtO_Smm5h_ZN7K-xsUT0vAudvsptKFdCmYTAoZq-Zb1AeJ5uMHXTcfILUbXVzapMhmb_E6Pe25WL20cAUF82_B7zvv0ZEUEc8B3dnBBFt-0tXzBMKHmamO6KKlrPfT_m0QxGAK7mRPYuiURTqeHK5XXJ19bEtDN3F10xROY8RgasbqwrkjHuiiRbiJHeQRkuz5U4qRW3m6MBu18lUEMr7m4lOpBxTfWHdyGM1GccbIehU7NARkl7qr2m2Bi985lgYD52ijCEGOi9leHy-lsw4zHvmEjqVxBT4huVMhex6qELC1aOAYMllFPHgDYwajONrLpSWZc-a0wYyiLuy8DF2s0I2JVpVOJ3JKVUJA7cKEhShADwqk3EbrN6Y7jCrPheIy-_L-ZI7_P0QCyCRg1HweHeCQWpcO8nGaZ8sBDpwzlfKH0YIFSa3mb4qyc9qyhNJe62RDQbmFvY9BRDmnIvcT07mdvkvRm4FLXZNgNpK6LKVWQ4r2dv2qm60PMntByDxWLQNaA
43,35,0,http://arxiv.org/pdf/1309.6392.pdf
44,36,0,https://docs.google.com/uc?export=download&confirm=ila-&id=0B66MF2W_8xDwQmlzblA5em0zOGs
45,36,1,https://doc-0k-1o-docs.googleusercontent.com/docs/securesc/iq3188ad9ssj7o22i1ilpakngd073u4g/994aj53sbb78nslhvhc5t38r40ejpff8/1450800000000/12539868283203577003/16958178400738829473/0B66MF2W_8xDwQmlzblA5em0zOGs?e=download
46,36,2,https://docs.google.com/nonceSigner?nonce=3sgog6gussmbk&continue=https://doc-0k-1o-docs.googleusercontent.com/docs/securesc/iq3188ad9ssj7o22i1ilpakngd073u4g/994aj53sbb78nslhvhc5t38r40ejpff8/1450800000000/12539868283203577003/16958178400738829473/0B66MF2W_8xDwQmlzblA5em0zOGs?e%3Ddownload&hash=96ldribmlkfdm94mua6tk7887ldn1f8r
47,36,3,https://doc-0k-1o-docs.googleusercontent.com/docs/securesc/iq3188ad9ssj7o22i1ilpakngd073u4g/994aj53sbb78nslhvhc5t38r40ejpff8/1450800000000/12539868283203577003/16958178400738829473/0B66MF2W_8xDwQmlzblA5em0zOGs?e=download&nonce=3sgog6gussmbk&user=16958178400738829473&hash=74r0c2bve5iprd3u3ld7qbkdleqjjmlf
48,37,0,https://docs.google.com/uc?export=download&confirm=ZCzo&id=0B66MF2W_8xDwZm42RGpHeThHUXc
49,37,1,https://doc-10-1o-docs.googleusercontent.com/docs/securesc/iq3188ad9ssj7o22i1ilpakngd073u4g/3i8jolc7h7akp6dubc4vqmh3r4aaktdl/1450800000000/12539868283203577003/16958178400738829473/0B66MF2W_8xDwZm42RGpHeThHUXc?e=download
50,38,0,http://stonetronix.com/gdc-2010/OnePageDesigns.ppt
51,39,0,https://mail.google.com/mail/u/1/?ui=2&ik=32395f2954&view=att&th=151d269c53311d09&attid=0.1&disp=safe&realattid=f_iijstj8f0&zw
52,39,1,https://mail-attachment.googleusercontent.com/attachment/u/1/?ui=2&ik=32395f2954&view=att&th=151d269c53311d09&attid=0.1&disp=safe&realattid=f_iijstj8f0&zw&saddbat=ANGjdJ8-IYqwhmNUgIm_PbuP5kTSMaahYtUbxGVvJf3NpaASsIOhC--SqlPLvKLUJ8l6H9gOZbyU8YcLKfjgryoFguI5bAqLptp-HxBoIZlenqpXT8hqssbHKWgtalkIeYghXZ8nVqVKfAGWsAZLRhRP2DbF-ARJ6wyC6t81SoFaX3e7HxEOINjedn4C3yKSWlcZLBeOeq_YrxOk6imXvfICuy1DMeK7HO34YK3FKbRDsM--kLUq__zbMePLl48Cbbr5y45UutYiLPCRLcYj54vSlTi7go0JoXlCIkahPaNJI-Zgdu6e7A9e6Hl_KUkULM9jv2LqW6KXPKHPV1nT3SmZDXJQqWEJf5JYsL69sB6O-bGidLlyMz87FsKs60ibff4GOf1ZMcefb5YJM40JuaSPR2mn85Hp_YEIHcuFzVb1tOjRKVKAD-PaW8qcS1xinu3q3kk1yBtKQBAbtzSgr-VdCjzFT3M5VDkh0X_74lCuEITz3cfcLtwV-FEnH9iMdz0XRe_0VNCMyZvIVcRzY4xwGpSVDr6X4je9et8VYEmUEmVxK-xB5DM5v0PmtYraMkNFrtqC_UcyIGEaBnswyCsMXmO6rRcQg8shmOXlsacQnE6LghYzgEvGxyV5TYM
53,40,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=151d79e729f1ee79&attid=0.1&disp=safe&realattid=1521506275474538496-local0&zw
54,40,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=151d79e729f1ee79&attid=0.1&disp=safe&realattid=1521506275474538496-local0&zw&saddbat=ANGjdJ_SWlZJoPpyMd1Xia7W01_OmSW5gl86U8jkDhdeed4QeGi4qoLwxEAwSBtPhQNvLP_R8fASZ0VdSF8_ancvX3fgT6M0ZyB3u6mXqI0bnOJVZWWNgZ_oj_XNXzLy-XeUHTJpTePC19vNSr4b2iBKKOdtgqhljn926CmhM-FAVJP8BwFwB_X_1sLE_cenWZVQr-OU4QobH0hD3cAzjskfx1AFXQmzuRCtB9FPcbNuooTIpSQXHMVUly2ftko8Kr9w5LmwQMBHQKIEBCtqfinEFBn6ZX6tRmVLpwiXnfqDey5I0pTfEFRJJ8aEqLucCERgWsDEZSmtQ8bXS29Tb6y2H_NpsyOm_y1pDhWCqZ6Ve2kGOL_xrG5923PYS8I-vH-wAsWfiD0aL0m8YajBbNeNyfzycdKzX246q_x4UoLKJUiaDTRXGBa_odIjNrT_zVeGUIeVfJdIKJHxplCaFzE5-tqy4G5QYaH-hfwgaJhA05xaSxpMRXj27EDVebEnpC7HrvpDMTUBlXh_MBeVgidSx_zv33na7zlSYOAkpklBjuvRgMdkGT3uLe5d5RrSk0X6scULUTvWdqV9JBxVKwl7khgRWYVh7OiBemu_B0OXVy6JFYqGaVp3ptrY7So
55,41,0,https://fortawesome.github.io/Font-Awesome/assets/font-awesome-4.5.0.zip
56,42,0,http://www.fontsquirrel.com/fonts/download/roboto
57,43,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=151dfc9125f4358d&attid=0.1&disp=safe&realattid=1521649919043043328-local0&zw
58,43,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=151dfc9125f4358d&attid=0.1&disp=safe&realattid=1521649919043043328-local0&zw&saddbat=ANGjdJ8K5hAh6Ogejz8JnGLH_DCtDsw5ugoAQdkyUJ_jUEvXkgXp_iIWAFsHLwROVdIpMLWVT_UwZkx4arFQnWf2xhSWrjmfz9_bcxcuz1DKEx_QiSIdQtzSYJP9Uu5p_WNq2ObuUtHdRHyTkwhf105o6Z7zNk3MIi2XynkcjTRWSvr7oI_AoliMDdJPWcrVsyOQpA9togzNbxkR9wMvnTXBAdpSKD8k9q98b4SiZtYAUDu8DfaC_P5QWL3swMtcK8nnMBzoameT4x85wq8KJpxjeVu_5NjBaSQ2LWNSjTFNkB9_ld2VY6bNuJxBfRwSS4ZLrCHqc0xVBHJoBsq4FOAMnsH3MgvZajmUAtIm0qbJzbI_tIj-UnP09aG8FW9fPcSa74sXML_hgRWE3Rq-T-psKlDZKQnTZT_HlGCZ35ONbv297fZI23pMhvF9ElHBV2fr1F4YJKWvpeQKy_gavEjg5TyyNq4o0EnF2oc3ASFw_ZcdAnqBio82GzniLsWAGT7TurMaISCX_2ErhB1GGQECAGJONk3YnPOaoY19tRFlCuUue9QjYA_L8YU2GoUJsispeIMK7Tcx96unSEHotvNyoEedL2XKyEGxV7EAluwYb89mHojwN_znvbVC6KM
59,44,0,http://www.cvast.tuwien.ac.at/~alsallakh/wheel/demos/DemoMovielens.jnlp
60,45,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=151f52761879aa84&attid=0.1&disp=safe&realattid=1522025916768714752-local0&zw
61,45,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=151f52761879aa84&attid=0.1&disp=safe&realattid=1522025916768714752-local0&zw&saddbat=ANGjdJ9akT0X2srkkuZWZ8FIyPMvVYTBvbq8_CDApCmxA3MXbvgqQfwmO9RiJDJzOtAQfYwOv_lIXd5CjeIgdZqSUlOLD_akMfA7CayctZ7TWIar_CkOB0n6czFUYGB6-lahK-U3Hj8yI0DS61InGql6NJx3JW7vunLjBDuMTvXZrLyJ-XJq89fnMlbXRkUMeYRArLfxFUP-Td2bIFaaYPPMNAi_GTJZv94-kmZ8UgJI-J-ozvLoKocyY9y6no2WQWtpvvTY0Spv_sxhxKEiWSyLQm2Km9cuO0UpjH1_IgnlmFYqyExhc6Qn5n1eh18r1ugJRIFuJux1o9xB8Qa3QMSSa8Owa-vJQfbccTsDMKGK7_Uh00WRi6aRaA39-MNOyrQXO9QiwgUDY2KpMptZY6_6MTNx3VSX389NzY7XmRKKpyBy0nsIV1nQzgKG7B6PG3YIzVpDHlGzqU-EK0vUHe3DfdmZ3HoFvOnQf_cOeH9CJWZWsTVB6Q4Be7jFB4r7hWtXee0e3Hu6aKuH0RvNfH91wlUIu5K6Blxdt9r4tN1i-lUs1mtS32Bwr_xTyyBVBE8AxMGPWQfN8xtDBfv9naaEWtjPxA5oS7MnbPjuA2jCz8MTvFqXGsRkp_C_Iuc
62,46,0,https://www.sketchapp.com/static/download/sketch.zip
63,46,1,http://static-download.s3-website-us-east-1.amazonaws.com/sketch.zip
64,47,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=15208b285522fe12&attid=0.1&disp=safe&realattid=f_iiyulv9y0&zw
65,47,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=15208b285522fe12&attid=0.1&disp=safe&realattid=f_iiyulv9y0&zw&saddbat=ANGjdJ-VO2RSmmYKbMMxpUTfXxD5rt-C6w9YLYbbH1qOMylhR5WPExfhpdycSsHB_dX1HSNq05UASGcVHT66UflD9ePmmoS2MOpQ_vmPj79BusBf_roZr7WJLPAdU8jkiHF_51vZo4cTrWyoFKsZJRMCqmtBrpGlhtUWTXCXLjx8SukjAsCdXiUH9wjLK1jVpi6b8lQXwEU44wz7cel9S3JS4AIvPbrWqDXosj8fzduGpe0erBFD9GboeaswWHrNO6KbgoILzGbniBZQNe3kmihYxsasj_L9MSphSu-33KSUat3wOex2OXfcGp7Ff31sG1aC0uKuh7fhv0ce1ANn0WAT4D0OU_3G1zten0xUCP3hF-aGxNsDSp0VUETAHnqjy0bssd752y6HOTf8VJ5HjKqvUwb3ZmXYpkeSkzrUUG0ZiWDT2R_vJjYeoi7l-cIA5MngDlempKmDe6D2qvSR-Pklhfw4RUzIpFxdtwZIyBrsPfb96-usa85kGkdpUNL35zBzSHGS9J5C5dvmfEwoWhpHtsNOSMZqn2_hdWk1mBRCr0t8wcoqVIp9oeKvbqzUG9_bQAR2nZjZQkj10c9lUGEUVSgIvmZgoujvdvNUCbGj1Dm9dZk_7jA_TG9WioQ
66,48,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=15213d7ad8d498d8&attid=0.1&disp=safe&realattid=1522565800228028416-local0&zw
67,48,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=15213d7ad8d498d8&attid=0.1&disp=safe&realattid=1522565800228028416-local0&zw&saddbat=ANGjdJ-LwRNHvVmm-QDuw70wmej1uizAkGYF7wxTR3jS_KCrTKnMhBZEXrpthyy5N3Kf3m4ydWdgVZfhjkfIMVBaEUTShn3p-80Le1TvWyKeaJRmdO3KVBk8H2K3gewZ0T3EyzERIzzV4VEjxiAE-TZIEpmwLM3hOJOreY4_chgVJclJ78eF7xGHn5Xl8JhAL7kdIX4VEhi5ldXblS_61XIXFc89ASW1Im3eeRvvB5XIG9fwwBGSDC2rEU8qYzQLP9spGVe3zRozMT-CHMBYZ_KkVLL3fX9BniXjmKLd_XMe4FUayacBnbWL7-PYRj-eLzSgOfUEWPnjeMVwK1TWifukyRj6577QN49BCBnFzrss9ucY1UHSo_8VnTRMfeXnyjgbO7X1X0VFFQG6NTlfH2tV3X6Ecwnq28A7LZCLizsSNZaH9vcrGfSFUZEAUUV60TMqnMEzADtEmyAn8cdve3jYfWE3vIHcdE634NXZbyRdiESNIWACarBkXzP3rf94J0sRb2Ygeg0W5ieSDyQHTxcXf3aAsXDy6zmJJZF42qCzv9VayINdaXfpI8V1KnfEhq3BL8rFy067xI7azhMoYdjibpkamEKbZEuY9U4cx0Isbnt7-8g8cP5zMb7-Zk8
68,49,0,http://publik.tuwien.ac.at/files/PubDat_209191.pdf
69,50,0,https://scontent-lga3-1.xx.fbcdn.net/hphotos-xpf1/v/t34.0-12/12506846_10100783356848467_504571807_n.jpg?oh=a57af0a85646d1aef4fb3348c725c5d3&oe=5692B8FA&dl=1
70,51,0,https://scontent-lga3-1.xx.fbcdn.net/hphotos-xft1/v/t34.0-12/12483768_10205865356176180_48112843_n.jpg?oh=6393e3d6479a43931353ac22ae600749&oe=56924F78&dl=1
71,52,0,https://github.com/Caged/d3-tip/archive/master.zip
72,52,1,https://codeload.github.com/Caged/d3-tip/zip/master
73,53,0,https://mail.google.com/mail/u/0/?ui=2&ik=4a2b90302f&view=att&th=152316dee14b4d97&attid=0.1&disp=safe&realattid=1523086224789602304-local0&zw
74,53,1,https://mail-attachment.googleusercontent.com/attachment/u/0/?ui=2&ik=4a2b90302f&view=att&th=152316dee14b4d97&attid=0.1&disp=safe&realattid=1523086224789602304-local0&zw&saddbat=ANGjdJ_gUMV2u6JRmYeM6kp043znvgWE3_k6GuCe21SmYlStab4ZQHqw0mZ3ZxBH_4cb7GK6yOnVSbyWgfRPDQw5EI3x1Gv-XiUsMVpCQqkOEh2oMIZGfMa3i-iD2e6yllCH69PxRQlmR6Bn1HvsD8rGEc3KL9vu_P23O7LrmQUdQ-0AtNP64bYhupDNxEBKzFdxTYqAq7QrTNjr5TL_kihQhJxkp-hPDKzRqxQkdcs7JTmECXleWB_p2aQordCHciCVyUE5fhtiHo-I7LhLTdlUzcx4FZjG9p9_9PRU6hrEfrjfwLWEztA5ANKkxcJKq9Jhua5qDxkOgIJNCcwXClnohbmwLKX-CUps5xGvSuuXYf9y3yIQqCRQzM7IW77G6nZf4pyEoNKTbrZX52rZrFYzS1Evgl1xT9KGf9uED_lIK2Yv1muAwwGwdyWshk-AbfQbCdL-LEf6_eNzkM1j--txLuxaffzBie4UM8uN-RrQOgMah3b0-KCObZSYOKIKXxdmKvKPSVBBQQkFsgrF7qXc66Kck-1zhxEwLLZ54jzWPCc92nsf5xCNneCkPhZmh06uNqAl__0N2RTPffnr0zi7jx0xGjf1MjXOLR1pZ-_OKpMXRLBlqk9ocfv8sHE
75,54,0,https://justgetflux.com/mac/Flux.zip
76,55,0,https://www.dropbox.com/sh/y0bqimprsy10ic1/AAD-mmuXQauo5xzlMqkY8qI1a?dl=1
77,55,1,https://dl.dropboxusercontent.com/content_link_zip/4mn5n3DARIGwW48uQ8MjcYrGWMyHITN6kDnbQixS6wwBVGex09an0YuRxVQmIm0t/file
78,56,0,https://scontent-lga3-1.xx.fbcdn.net/hphotos-xfp1/v/t34.0-12/12468145_10205843351626080_1682137091_n.jpg?oh=5c87425dedec834b337318ec3c05b238&oe=569A9948&dl=1
79,57,0,https://scontent-lga3-1.xx.fbcdn.net/hphotos-xpf1/v/t34.0-12/12483374_10205843351426075_1455185931_n.jpg?oh=965549f31697e2cc4f45a41efdd32358&oe=569B6CDF&dl=1
