,id,url,visit_time,from_visit,transition,segment_id,visit_duration
61,114560,32343,13107977328814158,0,805306376,0,0
62,114561,32343,13107977383831786,0,805306376,0,0
63,114562,32301,13107977391997388,0,805306368,0,0
64,114563,32343,13107977395883679,0,805306368,0,0
65,114564,32299,13107977397124575,0,805306368,0,0
66,114565,32298,13107977399330643,0,805306368,0,0
67,114566,32299,13107977400742344,0,805306368,0,0
68,114567,32307,13107977401961363,0,805306368,0,0
69,114568,32307,13107977415375907,0,805306368,0,0
70,114569,32299,13107977418412633,0,805306368,0,0
71,114570,32307,13107977419572978,0,805306368,0,0
72,114571,32307,13107977427794628,0,805306368,0,0
73,114572,32049,13107977431481419,0,301989889,5,583035849
74,114573,32050,13107977431922069,114572,1610612736,0,0
75,114574,32051,13107977433648682,0,805306368,0,0
76,114575,32293,13107977435073351,0,805306368,0,0
77,114576,32294,13107977436310428,0,805306368,0,0
78,114577,32295,13107977437722853,0,805306368,0,0
79,114578,32296,13107977439661685,0,805306368,0,0
80,114579,32297,13107977441597093,0,805306368,0,0
81,114580,32298,13107977443449775,0,805306368,0,0
82,114581,32299,13107977444840419,0,805306368,0,0
83,114582,32307,13107977446953284,0,805306368,0,0
84,114583,32300,13107977490396496,0,805306368,0,0
85,114584,32343,13107977491977455,0,805306368,0,0
86,114585,32343,13107977506664272,0,805306368,0,0
87,114586,32301,13107977526614391,0,805306368,0,0
88,114587,32301,13107977568460164,114586,1610612736,0,0
89,114588,32301,13107977607371099,114587,1610612736,0,0
90,114589,32301,13107977631626338,114588,1610612736,0,0
91,114590,32371,13107977642695978,114572,805306368,5,0
92,114591,32301,13107977647653913,114572,805306368,5,0
93,114592,32302,13107977648853391,114572,805306368,5,0
94,114593,32340,13107977650572818,114572,805306368,5,0
95,114594,32341,13107977665093649,114572,805306368,5,0
96,114595,32372,13107977666274196,114572,805306368,5,0
97,114596,32373,13107977668971605,114572,805306368,5,0
98,114597,32374,13107977670465450,114572,805306368,5,0
99,114598,32375,13107977671525829,114572,805306368,5,0
100,114599,32376,13107977672736657,114572,805306368,5,0
101,114600,32375,13107977674571319,114572,805306368,5,0
102,114601,32374,13107977675185996,114572,805306368,5,0
103,114602,32373,13107977675755645,114572,805306368,5,0
104,114603,32372,13107977676343230,114572,805306368,5,0
105,114604,32341,13107977676874035,114572,805306368,5,0
106,114605,32340,13107977677702180,114572,805306368,5,0
107,114606,32302,13107977678733838,114572,805306368,5,0
108,114607,32301,13107977680092028,114572,805306368,5,0
109,114608,38,13107977687953235,0,838860805,0,0
110,114609,32377,13107977689846904,0,805306368,0,6260056
111,114610,38,13107977752404248,0,838860805,0,0
112,114611,32377,13107977754084087,0,805306368,0,14874108
113,114612,32302,13107977825866357,114572,805306368,5,0
114,114613,32340,13107977827593057,114572,805306368,5,0
115,114614,32340,13107977921573902,114613,1610612736,0,0
116,114615,32340,13107977924269516,114614,1610612736,0,0
117,114616,32340,13107977943841923,114572,805306368,5,0
118,114617,32378,13107977945274626,114572,805306368,5,0
119,114618,32378,13107977992875957,114617,1610612736,0,0
120,114619,32378,13107978008359394,114618,1610612736,0,0
121,114620,32378,13107978010097374,114572,805306368,5,0
122,114621,32340,13107978011737292,114572,838860801,5,0
123,114622,32378,13107978014517268,114572,805306368,5,0
124,114623,32049,13107978019063142,0,301989889,5,213199932
125,114624,32050,13107978019431648,114623,1610612736,0,0
126,114625,32051,13107978020724383,0,805306368,0,0
127,114626,32051,13107978028254305,0,805306368,0,0
128,114627,32051,13107978042860833,114626,1610612736,0,0
129,114628,32293,13107978045880122,114623,805306368,5,0
130,114629,32294,13107978046534594,114623,805306368,5,0
131,114630,32295,13107978047002954,114623,805306368,5,0
132,114631,32296,13107978047539419,114623,805306368,5,0
133,114632,32297,13107978048189658,114623,805306368,5,0
134,114633,32298,13107978048942634,114623,805306368,5,0
135,114634,32299,13107978049691467,114623,805306368,5,0
136,114635,32307,13107978051212144,114623,805306368,5,0
137,114636,32300,13107978053043063,114623,805306368,5,0
138,114637,32301,13107978054615875,114623,805306368,5,0
139,114638,32300,13107978055461802,114623,805306368,5,0
140,114639,32343,13107978056639157,114623,805306368,5,0
141,114640,32300,13107978063847084,114623,805306368,5,0
142,114641,32301,13107978065042563,114623,805306368,5,0
143,114642,32371,13107978070857730,114623,805306368,5,0
144,114643,32301,13107978073119638,114623,805306368,5,0
145,114644,32302,13107978074144699,114623,805306368,5,0
146,114645,32340,13107978075366654,114623,805306368,5,0
147,114646,32378,13107978076482982,114623,805306368,5,0
148,114647,32378,13107978086008356,114646,1610612736,0,0
149,114648,32378,13107978086817594,114623,805306368,5,0
150,114649,32340,13107978091219955,114623,805306368,5,0
151,114650,32378,13107978092117219,114623,805306368,5,0
152,114651,32378,13107978107543517,114623,805306368,5,0
153,114652,32340,13107978110524450,114623,805306368,5,0
154,114653,32378,13107978111375120,114623,805306368,5,0
155,114654,7813,13107978121011589,0,822083592,0,0
156,114655,31200,13107978127568941,0,805306376,0,0
157,114656,32341,13107978214601539,114623,805306368,5,0
158,114657,32372,13107978217534498,114623,805306368,5,0
159,114658,32373,13107978228662599,114623,805306368,5,0
160,114659,32374,13107978229791225,114623,805306368,5,0
161,114660,32373,13107978232263074,114623,805306368,5,0
162,114661,32372,13107978234291127,0,805306368,0,0
163,114662,32373,13107978235475398,0,805306368,0,0
164,114663,32372,13107978236296469,0,805306368,0,0
165,114664,32341,13107978236745383,0,805306368,0,0
166,114665,32378,13107978239683141,0,805306368,0,0
167,114666,32378,13107978291218711,0,805306368,0,0
168,114667,32340,13107978294169810,0,805306368,0,0
169,114668,32378,13107978295058508,0,805306368,0,0
170,114669,32378,13107978304078253,0,805306368,0,0
171,114670,32340,13107978305723161,0,805306368,0,0
172,114671,32378,13107978306109839,0,805306368,0,0
173,114672,32378,13107978372576758,0,805306368,0,0
174,114673,32340,13107978375634883,0,805306368,0,0
175,114674,32378,13107978376284402,0,805306368,0,0
176,114675,32378,13107978437890251,114674,1610612736,0,0
177,114676,32340,13107978442802932,0,805306368,0,0
178,114677,32378,13107978443362104,0,805306368,0,0
179,114678,32378,13107978482954801,0,805306368,0,0
180,114679,32340,13107978484196054,0,805306368,0,0
181,114680,32378,13107978484702557,0,805306368,0,0
182,114681,32378,13107978572621272,0,805306368,0,0
183,114682,32340,13107978578619090,0,805306368,0,0
184,114683,32340,13107978579990532,0,805306368,0,0
185,114684,32378,13107978581273512,0,805306368,0,0
186,114685,32340,13107978583551776,0,805306368,0,0
187,114686,32378,13107978584473353,0,805306368,0,0
188,114687,32378,13107978613436486,0,805306368,0,0
189,114688,32340,13107978616149582,0,805306368,0,0
190,114689,32378,13107978617200186,0,805306368,0,0
191,114690,32378,13107978670984550,114689,1610612736,0,0
192,114691,32378,13107978704702013,114690,1073741824,0,0
193,114692,32340,13107978705132426,114691,1610612736,0,0
194,114693,32340,13107978721605331,114692,1610612736,0,0
195,114694,32049,13107978726229106,0,301989889,5,236434318
196,114695,32050,13107978726558036,114694,1610612736,0,0
197,114696,32051,13107978727198262,0,805306368,0,0
198,114697,32293,13107978727851303,0,805306368,0,0
199,114698,32294,13107978728601378,0,805306368,0,0
200,114699,32295,13107978729296727,0,805306368,0,0
201,114700,32296,13107978730137155,0,805306368,0,0
202,114701,32297,13107978730793146,0,805306368,0,0
203,114702,32298,13107978731579768,0,805306368,0,0
204,114703,32299,13107978732529292,0,805306368,0,0
205,114704,32300,13107978736761818,0,805306368,0,0
206,114705,32343,13107978738467084,0,805306368,0,0
207,114706,32300,13107978740160313,0,805306368,0,0
208,114707,32301,13107978741126669,0,805306368,0,0
209,114708,32302,13107978742340913,0,805306368,0,0
210,114709,32301,13107978743413210,0,805306368,0,0
211,114710,32302,13107978745352993,0,805306368,0,0
212,114711,32340,13107978748597310,0,805306368,0,0
213,114712,32341,13107978750091644,0,805306368,0,0
214,114713,32341,13107978754593456,114712,1610612736,0,0
215,114714,32379,13107978756099871,114694,805306368,5,0
216,114715,32341,13107978758714713,114694,805306368,5,0
217,114716,32379,13107978759515392,114694,805306368,5,0
218,114717,32341,13107978762789780,114694,805306368,5,0
219,114718,32340,13107978763529680,114694,805306368,5,0
220,114719,32302,13107978764617243,114694,805306368,5,0
221,114720,32301,13107978769124531,114694,805306368,5,0
222,114721,32371,13107978770800208,114694,805306368,5,0
223,114722,32301,13107978772953606,114694,805306368,5,0
224,114723,32302,13107978773870906,114694,805306368,5,0
225,114724,32340,13107978774595193,114694,805306368,5,0
226,114725,32341,13107978775509250,114694,805306368,5,0
227,114726,32372,13107978776274001,114694,805306368,5,0
228,114727,32341,13107978777173777,114694,805306368,5,0
229,114728,32379,13107978778152836,114694,805306368,5,0
230,114729,32341,13107978782471383,114694,805306368,5,0
231,114730,32372,13107978783379134,114694,805306368,5,0
232,114731,32373,13107978784888399,114694,805306368,5,0
233,114732,32374,13107978788439524,114694,805306368,5,0
234,114733,32375,13107978789506104,114694,805306368,5,0
235,114734,32376,13107978791141372,114694,805306368,5,0
236,114735,32380,13107978792176458,114694,805306368,5,0
237,114736,32381,13107978794001255,114694,805306368,5,0
238,114737,32382,13107978794891016,114694,805306368,5,0
239,114738,32381,13107978796137169,114694,805306368,5,0
240,114739,32380,13107978796593501,114694,805306368,5,0
241,114740,32376,13107978796998668,114694,805306368,5,0
242,114741,32375,13107978798048954,114694,805306368,5,0
243,114742,32374,13107978800563645,114694,805306368,5,0
244,114743,32373,13107978802682969,114694,805306368,5,0
245,114744,32372,13107978806313591,114694,805306368,5,0
246,114745,32341,13107978808006623,114694,805306368,5,0
247,114746,32340,13107978810650224,114694,805306368,5,0
248,114747,32302,13107978811785870,114694,805306368,5,0
249,114748,32301,13107978813581462,114694,805306368,5,0
250,114749,32300,13107978815391738,114694,805306368,5,0
251,114750,32299,13107978816350951,114694,805306368,5,0
252,114751,32298,13107978817160580,114694,805306368,5,0
253,114752,32297,13107978817993441,114694,805306368,5,0
254,114753,32296,13107978819071920,114694,805306368,5,0
255,114754,32295,13107978820097777,114694,805306368,5,0
256,114755,32294,13107978821109758,114694,805306368,5,0
257,114756,32293,13107978821903607,114694,805306368,5,0
258,114757,32051,13107978822640133,114694,805306368,5,0
259,114758,32050,13107978823409393,114694,805306368,5,0
260,114759,32051,13107978825464402,114694,805306368,5,0
261,114760,32293,13107978826349588,114694,805306368,5,0
262,114761,32294,13107978827426524,114694,805306368,5,0
263,114762,32295,13107978828627456,114694,805306368,5,0
264,114763,32296,13107978832862907,114694,805306368,5,0
265,114764,32297,13107978834159424,114694,805306368,5,0
266,114765,32298,13107978835559978,114694,805306368,5,0
267,114766,32299,13107978836682958,114694,805306368,5,0
268,114767,32300,13107978838031882,114694,805306368,5,0
269,114768,32301,13107978839353751,114694,805306368,5,0
270,114769,32300,13107978840690738,114694,805306368,5,0
271,114770,32299,13107978841391272,114694,805306368,5,0
272,114771,32300,13107978842495564,114694,805306368,5,0
273,114772,32343,13107978843507001,114694,805306368,5,0
274,114773,32301,13107978861506458,114694,805306368,5,0
275,114774,32343,13107978862840075,114694,805306368,5,0
276,114775,32301,13107978885962446,114694,805306368,5,0
277,114776,32302,13107978892345246,114694,805306368,5,0
278,114777,32301,13107978893154227,114694,805306368,5,0
279,114778,32371,13107978894368960,114694,805306368,5,0
280,114779,32301,13107978897279500,114694,805306368,5,0
281,114780,32371,13107978898717087,114694,805306368,5,0
282,114781,32301,13107978901949497,114694,805306368,5,0
283,114782,32302,13107978903000762,114694,805306368,5,0
284,114783,32340,13107978905922422,114694,805306368,5,0
285,114784,32341,13107978907162125,114694,805306368,5,0
286,114785,32340,13107978911047465,114694,805306368,5,0
287,114786,32109,13107978937781386,0,805306368,0,0
288,114787,32109,13107978938260958,0,805306368,0,0
289,114788,32109,13107978946730458,0,805306368,0,0
290,114789,32109,13107978947040398,0,805306368,0,0
291,114790,32109,13107978951304321,0,805306368,0,0
292,114791,32109,13107978951452451,0,805306368,0,0
293,114792,32341,13107978960729636,114694,805306368,5,0
294,114793,32372,13107978961926632,114694,805306368,5,0
295,114794,32341,13107978962663424,114694,805306368,5,0
296,114795,32379,13107978963705552,0,805306368,0,0
297,114796,32341,13107978967031376,0,805306368,0,0
298,114797,32372,13107978967973310,0,805306368,0,0
299,114798,32373,13107978969615247,0,805306368,0,0
300,114799,32373,13107978995750406,114798,1610612736,0,0
301,114800,32373,13107979012942499,114799,1610612736,0,0
302,114801,32374,13107979052092812,0,805306368,0,0
303,114802,32375,13107979053321442,0,805306368,0,0
304,114803,32375,13107979058346050,114802,1610612736,0,0
305,114804,38,13107979097818804,0,838860805,0,0
306,114805,32383,13107979099693184,0,805306368,0,0
307,114806,32384,13107979102778498,0,805306368,0,0
308,114807,32385,13107979105480639,0,805306368,0,890025411
309,114808,38,13107979121640990,0,838860805,0,0
310,114809,32386,13107979124473553,0,805306368,0,870537452
311,114810,32375,13107980095986508,114803,1610612736,0,0
312,114811,32375,13107980097791578,114810,1610612736,0,0
313,114812,31200,13107980232987318,0,805306376,0,0
314,114813,31200,13107980240330371,0,805306368,0,0
315,114814,7813,13107980245319530,0,822083592,0,2302514
316,114815,31782,13107980247622044,114814,805306368,0,4049486831
317,114816,32375,13107982097741907,114811,1610612736,0,0
318,114817,32375,13107982104882499,114816,1610612736,0,0
319,114818,32375,13107982147964888,114817,1610612736,0,0
320,114819,32387,13107982151463645,0,805306368,0,0
321,114820,32375,13107982177463304,0,805306368,0,0
322,114821,32375,13107982179709652,0,805306368,0,0
323,114822,32387,13107982183342399,0,805306368,0,0
324,114823,32388,13107982185379958,0,805306368,0,0
325,114824,32389,13107982186339961,0,805306368,0,0
326,114825,32389,13107982219408769,114824,1610612736,0,0
327,114826,32389,13107982332445507,114825,1610612736,0,0
328,114827,32389,13107982383867006,0,805306368,0,0
329,114828,32375,13107982386452005,0,838860801,5,0
330,114829,32387,13107982391213822,0,805306368,0,0
331,114830,32387,13107982412429284,0,805306368,0,0
332,114831,32387,13107982463425437,0,805306368,0,0
333,114832,32387,13107982473126902,0,805306368,0,0
334,114833,32387,13107982510581700,0,805306368,0,0
335,114834,32387,13107982531446793,0,805306368,0,0
336,114835,32387,13107982551015859,0,805306368,0,0
337,114836,32375,13107982552768428,0,805306368,0,0
338,114837,32387,13107982553714456,0,805306368,0,0
339,114838,32387,13107982687323461,0,805306368,0,0
340,114839,32388,13107982710629930,0,805306368,0,0
341,114840,32387,13107982714504905,0,805306368,0,0
342,114841,32388,13107982724427104,0,805306368,0,0
343,114842,32387,13107982725394662,0,805306368,0,0
344,114843,32375,13107982734462640,0,805306368,0,0
345,114844,32387,13107982735310316,0,805306368,0,0
346,114845,32387,13107983002703907,114844,1610612736,0,0
347,114846,18849,13107983112550905,0,1073741824,0,0
348,114847,18849,13107983112568191,114846,1073741824,0,0
349,114848,38,13107983114947789,0,838860805,0,0
350,114849,32390,13107983117399263,0,805306368,0,0
351,114850,32391,13107983132303565,0,805306368,0,1132534655
352,114851,20844,13107983150863151,114847,1073741824,0,0
353,114852,20844,13107983150891285,114851,1073741824,0,0
354,114853,18849,13107983151295753,114852,1073741824,0,0
355,114854,20844,13107983151329671,114853,1073741824,0,0
356,114855,18849,13107983152372902,114854,1073741824,0,0
357,114856,18849,13107983153044396,114855,1073741824,0,0
358,114857,18849,13107983153381665,114856,1073741824,0,0
359,114858,18849,13107983153710929,114857,1073741824,0,0
360,114859,18849,13107983154003419,114858,1073741824,0,0
361,114860,32388,13107983387965495,0,805306368,0,0
362,114861,32388,13107983401604224,0,805306368,0,0
363,114862,32387,13107983404014604,0,805306368,0,0
364,114863,32388,13107983404841829,0,805306368,0,0
365,114864,32388,13107983448955959,0,805306368,0,0
366,114865,32387,13107983496806756,0,805306368,0,0
367,114866,32375,13107983499120239,0,805306368,0,0
368,114867,32387,13107983500526903,0,805306368,0,0
369,114868,32388,13107983502385714,0,805306368,0,0
370,114869,32387,13107983504723783,0,805306368,0,0
371,114870,32388,13107983505888176,0,805306368,0,0
372,114871,32388,13107983570031215,0,805306368,0,0
373,114872,32389,13107983584445556,0,805306368,0,0
374,114873,32388,13107983587650019,0,805306368,0,0
375,114874,32389,13107983592137611,0,805306368,0,0
376,114875,32389,13107983614936212,114874,1610612736,0,0
377,114876,32389,13107983622978613,114875,1610612736,0,0
378,114877,32389,13107983627385196,0,805306368,0,0
379,114878,32389,13107983635442041,114877,1610612736,0,0
380,114879,32389,13107983636469937,0,805306368,0,0
381,114880,32375,13107983689402685,0,838860801,5,0
382,114881,32387,13107983690541900,0,805306368,0,0
383,114882,32388,13107983691745002,0,805306368,0,0
384,114883,32387,13107983692811753,0,805306368,0,0
385,114884,32388,13107983694342617,0,805306368,0,0
386,114885,32389,13107983698764717,0,805306368,0,0
387,114886,32389,13107983775397205,0,805306368,0,0
388,114887,32389,13107983786414034,0,805306368,0,0
389,114888,32389,13107983890014285,0,805306368,0,0
390,114889,32389,13107983936143130,0,805306368,0,0
391,114890,32389,13107983947953209,0,805306368,0,0
392,114891,32376,13107983970817847,0,805306368,0,0
393,114892,32380,13107983972107788,0,805306368,0,0
394,114893,32381,13107983973164051,0,805306368,0,0
395,114894,32382,13107983974191763,0,805306368,0,0
396,114895,32381,13107983975152693,0,805306368,0,0
397,114896,32380,13107983975428436,0,805306368,0,0
398,114897,32376,13107983975606790,0,805306368,0,0
399,114898,32389,13107983976231185,0,805306368,0,0
400,114899,32388,13107983977669930,0,805306368,0,0
401,114900,32387,13107983978307723,0,805306368,0,0
402,114901,32375,13107983978401949,0,805306368,0,0
403,114902,32387,13107983979825516,0,805306368,0,0
404,114903,32388,13107983981208248,0,805306368,0,0
405,114904,32387,13107983982368360,0,805306368,0,0
406,114905,32388,13107983992743631,0,805306368,0,0
407,114906,32389,13107984003446286,0,805306368,0,0
408,114907,32376,13107984013682882,0,805306368,0,0
409,114908,32389,13107984014706693,0,805306368,0,0
410,114909,32376,13107984015582539,0,805306368,0,0
411,114910,32380,13107984016935768,0,805306368,0,0
412,114911,32381,13107984017994347,0,805306368,0,0
413,114912,32382,13107984019143067,0,805306368,0,0
414,114913,32381,13107984020552491,0,805306368,0,0
415,114914,32380,13107984020935452,0,805306368,0,0
416,114915,32376,13107984021297634,0,805306368,0,0
417,114916,32389,13107984021922474,0,805306368,0,0
418,114917,32388,13107984022740572,0,805306368,0,0
419,114918,32387,13107984023976509,0,805306368,0,0
420,114919,32375,13107984025017408,0,805306368,0,0
421,114920,32374,13107984026376920,0,805306368,0,0
422,114921,32373,13107984027287905,0,805306368,0,0
423,114922,32372,13107984027981063,0,805306368,0,0
424,114923,32341,13107984028796310,0,805306368,0,0
425,114924,32340,13107984029503317,0,805306368,0,0
426,114925,32341,13107984030423951,0,805306368,0,0
427,114926,32379,13107984031164430,0,805306368,0,0
428,114927,32340,13107984051790347,0,805306368,0,0
429,114928,32302,13107984052961706,0,805306368,0,0
430,114929,32301,13107984053928499,0,805306368,0,0
431,114930,32371,13107984055442262,0,805306368,0,0
432,114931,32301,13107984057096782,0,805306368,0,0
433,114932,32300,13107984057866386,0,805306368,0,0
434,114933,32299,13107984058775999,0,805306368,0,0
435,114934,32298,13107984059742802,0,805306368,0,0
436,114935,32297,13107984060720071,0,805306368,0,0
437,114936,32296,13107984061436125,0,805306368,0,0
438,114937,32295,13107984063669179,0,805306368,0,0
439,114938,32294,13107984064662253,0,805306368,0,0
440,114939,32293,13107984065485051,0,805306368,0,0
441,114940,32051,13107984066231531,0,805306368,0,0
442,114941,32050,13107984067616901,0,805306368,0,0
443,114942,32051,13107984068870091,0,805306368,0,0
444,114943,32293,13107984069668410,0,805306368,0,0
445,114944,32294,13107984070446574,0,805306368,0,0
446,114945,32295,13107984071288183,0,805306368,0,0
447,114946,32296,13107984072643472,0,805306368,0,0
448,114947,32297,13107984073481820,0,805306368,0,0
449,114948,32298,13107984074456653,0,805306368,0,0
450,114949,32299,13107984075403848,0,805306368,0,0
451,114950,32307,13107984077626212,0,805306368,0,0
452,114951,32300,13107984090175095,0,805306368,0,0
453,114952,32301,13107984092532390,0,805306368,0,0
454,114953,32300,13107984094634865,0,805306368,0,0
455,114954,32343,13107984096180756,0,805306368,0,0
456,114955,32301,13107984114835130,0,805306368,0,0
457,114956,32302,13107984116107837,0,805306368,0,0
458,114957,32340,13107984118828604,0,805306368,0,0
459,114958,32341,13107984120138494,0,805306368,0,0
460,114959,32379,13107984122336992,0,805306368,0,0
461,114960,32341,13107984124771031,0,805306368,0,0
462,114961,32379,13107984125734597,0,805306368,0,0
463,114962,32109,13107984244613388,0,805306368,0,0
464,114963,32109,13107984244960094,0,805306368,0,0
465,114964,32109,13107984245070963,0,805306368,0,0
466,114965,32109,13107984245739849,0,805306368,0,0
467,114966,32109,13107984246210013,0,805306368,0,0
468,114967,32109,13107984247596026,0,805306368,0,0
469,114968,32109,13107984249620477,0,805306368,0,0
470,114969,32109,13107984250417759,0,805306368,0,0
471,114970,18849,13107984269721875,114859,1073741824,0,0
472,114971,18849,13107984270499773,114970,1073741824,0,0
473,114972,18849,13107984271605894,114971,1073741824,0,0
474,114973,18849,13107984272448019,114972,1073741824,0,0
475,114974,18849,13107984272864995,114973,1073741824,0,0
476,114975,32372,13107984311275929,0,805306368,0,0
477,114976,32373,13107984312559264,0,805306368,0,0
478,114977,32374,13107984313437026,0,805306368,0,0
479,114978,32373,13107984314365715,0,805306368,0,0
480,114979,32392,13107984315263331,0,805306368,0,0
481,114980,32373,13107984316606751,0,805306368,0,0
482,114981,32374,13107985064099835,0,805306368,0,0
483,114982,32373,13107985065102318,0,805306368,0,0
484,114983,32372,13107985065512361,0,805306368,0,0
485,114984,32373,13107985067775915,0,805306368,0,0
486,114985,32372,13107985083530695,0,805306368,0,0
487,114986,32379,13107985084121023,0,805306368,0,0
488,114987,32340,13107985086377872,0,805306368,0,0
489,114988,32302,13107985087168371,0,805306368,0,0
490,114989,32301,13107985087939084,0,805306368,0,0
491,114990,32343,13107985088763118,0,805306368,0,0
492,114991,32307,13107985124425231,0,805306368,0,0
493,114992,32298,13107985126034837,0,805306368,0,0
494,114993,32297,13107985126936260,0,805306368,0,0
495,114994,32296,13107985127531779,0,805306368,0,0
496,114995,32295,13107985128179843,0,805306368,0,0
497,114996,32294,13107985128658398,0,805306368,0,0
498,114997,32293,13107985128976637,0,805306368,0,0
499,114998,32294,13107985129886794,0,805306368,0,0
500,114999,32295,13107985130045889,0,805306368,0,0
501,115000,32296,13107985130229976,0,805306368,0,0
502,115001,32297,13107985130373376,0,805306368,0,0
503,115002,32298,13107985131357069,0,805306368,0,0
504,115003,32307,13107985132187179,0,805306368,0,0
505,115004,32299,13107985136047459,0,805306368,0,0
506,115005,32307,13107985137504967,0,805306368,0,0
507,115006,32343,13107985138962953,0,805306368,0,0
508,115007,32343,13107985170380595,0,805306368,0,0
509,115008,32300,13107985172305459,0,805306368,0,0
510,115009,32343,13107985173078837,0,805306368,0,0
511,115010,32300,13107985180653550,0,805306368,0,0
512,115011,32299,13107985181980520,0,805306368,0,0
513,115012,32298,13107985182445299,0,805306368,0,0
514,115013,32297,13107985182720180,0,805306368,0,0
515,115014,32296,13107985182876061,0,805306368,0,0
516,115015,32297,13107985183409886,0,805306368,0,0
517,115016,32298,13107985183634034,0,805306368,0,0
518,115017,32299,13107985183864729,0,805306368,0,0
519,115018,32300,13107985183896933,0,805306368,0,0
520,115019,32299,13107985185198429,0,805306368,0,0
521,115020,32298,13107985186034820,0,805306368,0,0
522,115021,32297,13107985186941889,0,805306368,0,0
523,115022,32296,13107985187737628,0,805306368,0,0
524,115023,32295,13107985188446836,0,805306368,0,0
525,115024,32294,13107985189625607,0,805306368,0,0
526,115025,32295,13107985191567620,0,805306368,0,0
527,115026,32294,13107985229964158,0,805306368,0,0
528,115027,32293,13107985230735095,0,805306368,0,0
529,115028,32051,13107985231228353,0,805306368,0,0
530,115029,32050,13107985231689626,0,805306368,0,0
531,115030,32051,13107985265504600,0,805306368,0,0
532,115031,32293,13107985266687024,0,805306368,0,0
533,115032,32294,13107985267723149,0,805306368,0,0
534,115033,32295,13107985268497295,0,805306368,0,0
535,115034,32296,13107985269980702,0,805306368,0,0
536,115035,32297,13107985270979726,0,805306368,0,0
537,115036,32298,13107985272107982,0,805306368,0,0
538,115037,32299,13107985279982294,0,805306368,0,0
539,115038,32307,13107985280994880,0,805306368,0,0
540,115039,32300,13107985348591984,0,805306368,0,0
541,115040,32307,13107985351108055,0,805306368,0,0
542,115041,32300,13107985360238156,0,805306368,0,0
543,115042,32301,13107985361157966,0,805306368,0,0
544,115043,32300,13107985362069487,0,805306368,0,0
545,115044,32343,13107985362838920,0,805306368,0,0
546,115045,32300,13107985364776472,0,805306368,0,0
